policy_id,customer_id,age,province,product_type,payment_mode,smoker,premium_monthly,coverage_amount,years_active,missed_payments_12m,lapsed
POL-00857,CUST-31865,57,Quebec,Term Life,Monthly,0,149.68,50000,13,1,1
POL-00858,CUST-50594,47,Saskatchewan,Critical Illness,Monthly,0,117.66,50000,9,0,0
POL-00859,CUST-13200,32,Manitoba,Term Life,Monthly,0,117.85,50000,12,0,0
POL-00860,CUST-80518,42,Ontario,Term Life,Monthly,0,141.64,50000,1,2,1
POL-00861,CUST-94324,52,Quebec,Critical Illness,Monthly,0,161.09,50000,14,0,0
POL-00862,CUST-61685,32,Quebec,Whole Life,Monthly,0,106.89,50000,12,1,0
POL-00863,CUST-65893,42,Quebec,Term Life,Annual,0,115.06,50000,13,0,0
POL-00864,CUST-76724,52,Ontario,Whole Life,Monthly,0,142.46,50000,11,0,0
POL-00865,CUST-53716,57,Alberta,Critical Illness,Monthly,0,136.32,50000,9,0,0
POL-00866,CUST-98873,67,Saskatchewan,Term Life,Monthly,1,228.75,50000,8,0,0
POL-00867,CUST-35992,67,Saskatchewan,Universal Life,Monthly,0,179.93,50000,10,0,0
POL-00868,CUST-73986,37,Quebec,Term Life,Monthly,0,115.25,50000,8,0,0
POL-00869,CUST-35357,47,Alberta,Term Life,Monthly,0,141.56,50000,11,0,0
POL-00870,CUST-35096,27,British Columbia,Whole Life,Monthly,0,87.7,50000,6,0,0
POL-00871,CUST-48980,27,Quebec,Whole Life,Monthly,0,80.3,50000,12,0,0
POL-00872,CUST-79024,47,Alberta,Term Life,Monthly,1,138.04,50000,6,0,0
POL-00873,CUST-46731,57,Saskatchewan,Whole Life,Monthly,0,148.6,50000,8,0,0
POL-00874,CUST-86492,32,Manitoba,Whole Life,Annual,0,100.1,50000,2,1,0
POL-00875,CUST-44475,67,Quebec,Whole Life,Annual,0,171.83,50000,14,1,0
POL-00876,CUST-48771,27,Saskatchewan,Universal Life,Monthly,0,93.76,50000,11,0,0
POL-00877,CUST-56823,47,Manitoba,Universal Life,Annual,0,135.29,50000,4,1,0
POL-00878,CUST-69357,57,British Columbia,Whole Life,Annual,1,192.33,50000,1,1,1
POL-00879,CUST-49248,47,Ontario,Whole Life,Annual,1,147.08,50000,13,1,0
POL-00880,CUST-54135,67,Ontario,Whole Life,Monthly,0,176.03,50000,1,1,0
POL-00881,CUST-15547,62,Manitoba,Whole Life,Monthly,0,151.72,50000,8,0,0
POL-00882,CUST-21479,42,Ontario,Term Life,Monthly,0,126.81,50000,1,0,0
POL-00883,CUST-22621,42,Saskatchewan,Term Life,Monthly,0,132.87,50000,11,1,0
POL-00884,CUST-75591,42,Manitoba,Term Life,Monthly,0,132.95,50000,4,0,0
POL-00885,CUST-43143,27,British Columbia,Term Life,Monthly,0,95.15,50000,7,0,0
POL-00886,CUST-49927,57,Manitoba,Critical Illness,Monthly,1,184.74,50000,9,0,0
POL-00887,CUST-58388,52,Manitoba,Whole Life,Annual,0,149.3,50000,6,1,0
POL-00888,CUST-41176,32,Alberta,Whole Life,Monthly,0,84.59,50000,11,0,0
POL-00889,CUST-21255,57,Alberta,Whole Life,Annual,1,171.18,50000,8,1,0
POL-00890,CUST-52095,47,Quebec,Universal Life,Annual,0,126.25,50000,7,0,0
POL-00891,CUST-40973,47,Manitoba,Whole Life,Annual,0,113.61,50000,5,0,0
POL-00892,CUST-62383,47,Saskatchewan,Whole Life,Annual,0,126.34,50000,7,0,0
POL-00893,CUST-66618,62,British Columbia,Universal Life,Monthly,1,187.68,50000,5,3,0
POL-00894,CUST-78117,32,Alberta,Term Life,Monthly,0,103.65,50000,9,0,0
POL-00895,CUST-56259,42,Quebec,Whole Life,Annual,1,154.92,50000,12,0,0
POL-00896,CUST-91781,32,Saskatchewan,Whole Life,Monthly,0,115.43,50000,9,0,0
POL-00897,CUST-99878,27,British Columbia,Universal Life,Monthly,0,100.48,50000,1,0,1
POL-00898,CUST-71582,42,British Columbia,Critical Illness,Monthly,1,154.75,50000,13,0,1
POL-00899,CUST-93846,37,British Columbia,Universal Life,Monthly,0,107.6,50000,12,1,0
POL-00900,CUST-99485,57,Ontario,Whole Life,Monthly,0,147.03,50000,13,0,0
POL-00901,CUST-85178,47,Manitoba,Term Life,Monthly,0,129.24,50000,1,1,1
POL-00902,CUST-24173,27,British Columbia,Whole Life,Monthly,0,123.83,50000,13,0,0
POL-00903,CUST-70535,52,Alberta,Universal Life,Monthly,0,121.11,50000,8,0,0
POL-00904,CUST-23890,27,Manitoba,Critical Illness,Monthly,0,82.48,50000,13,1,0
POL-00905,CUST-36490,37,Saskatchewan,Universal Life,Monthly,0,98.72,50000,12,0,0
POL-00906,CUST-81138,52,Ontario,Term Life,Monthly,0,141.83,50000,14,0,0
POL-00907,CUST-58673,67,Manitoba,Universal Life,Monthly,0,168.36,50000,2,0,0
POL-00908,CUST-67015,42,Alberta,Critical Illness,Monthly,0,113.72,50000,9,0,0
POL-00909,CUST-45728,42,British Columbia,Universal Life,Monthly,0,131.35,50000,11,0,0
POL-00910,CUST-87589,52,British Columbia,Universal Life,Annual,0,143.04,50000,9,0,0
POL-00911,CUST-41276,27,Quebec,Whole Life,Monthly,0,104.86,50000,13,1,1
POL-00912,CUST-71104,67,Saskatchewan,Whole Life,Annual,1,215.04,50000,11,0,0
POL-00913,CUST-79610,62,Saskatchewan,Term Life,Monthly,0,131.03,50000,1,0,0
POL-00914,CUST-11133,37,Saskatchewan,Term Life,Monthly,0,119.83,50000,3,0,0
POL-00915,CUST-86156,32,Saskatchewan,Universal Life,Monthly,0,87.12,50000,10,0,0
POL-00916,CUST-70541,67,Saskatchewan,Critical Illness,Annual,0,168.59,50000,6,0,0
POL-00917,CUST-27696,27,Alberta,Critical Illness,Monthly,0,92.73,50000,6,0,1
POL-00918,CUST-29048,57,Alberta,Term Life,Monthly,0,147.24,50000,14,0,0
POL-00919,CUST-16263,67,British Columbia,Term Life,Monthly,0,151.14,50000,2,0,0
POL-00920,CUST-50224,62,Ontario,Term Life,Monthly,1,203.97,50000,8,0,0
POL-00921,CUST-15073,52,Alberta,Universal Life,Annual,0,123.11,50000,5,0,0
POL-00922,CUST-72235,37,Saskatchewan,Universal Life,Annual,0,120.61,50000,1,0,0
POL-00923,CUST-16575,37,Ontario,Critical Illness,Monthly,0,94.42,50000,6,1,0
POL-00924,CUST-69065,37,Ontario,Term Life,Monthly,0,111.39,50000,7,1,0
POL-00925,CUST-75894,42,Alberta,Whole Life,Monthly,0,142.25,50000,7,1,0
POL-00926,CUST-44428,47,British Columbia,Universal Life,Annual,1,192.94,50000,3,0,0
POL-00927,CUST-41465,32,Alberta,Term Life,Monthly,1,118.18,50000,11,0,0
POL-00928,CUST-74175,62,Saskatchewan,Critical Illness,Monthly,0,148.15,50000,6,0,0
POL-00929,CUST-91199,62,Ontario,Whole Life,Annual,0,150.33,50000,9,0,0
POL-00930,CUST-94973,42,Quebec,Term Life,Annual,0,147.66,50000,9,0,0
POL-00931,CUST-65972,42,British Columbia,Term Life,Monthly,0,119.78,50000,9,2,0
POL-00932,CUST-30769,37,Manitoba,Critical Illness,Monthly,0,124.5,50000,8,1,0
POL-00933,CUST-41637,37,Manitoba,Whole Life,Monthly,0,115.2,50000,5,0,0
POL-00934,CUST-20749,57,Quebec,Universal Life,Annual,1,168.21,50000,8,0,0
POL-00935,CUST-12540,52,Quebec,Universal Life,Monthly,0,116.28,50000,8,0,0
POL-00936,CUST-22151,62,British Columbia,Whole Life,Monthly,0,149.24,50000,1,2,0
POL-00937,CUST-79429,27,Saskatchewan,Universal Life,Monthly,1,156.4,50000,11,0,0
POL-00938,CUST-51184,37,Alberta,Critical Illness,Monthly,0,114.69,50000,7,0,0
POL-00939,CUST-61001,37,Saskatchewan,Term Life,Monthly,0,124.25,50000,5,1,1
POL-00940,CUST-36841,52,Alberta,Universal Life,Annual,1,156.58,50000,1,1,0
POL-00941,CUST-15419,47,British Columbia,Term Life,Monthly,0,125.7,50000,5,1,0
POL-00942,CUST-52072,52,Saskatchewan,Term Life,Monthly,0,147.95,50000,7,0,0
POL-00943,CUST-49042,37,British Columbia,Whole Life,Annual,0,98.51,50000,13,0,0
POL-00944,CUST-17590,37,Manitoba,Critical Illness,Monthly,1,145.83,50000,10,0,0
POL-00945,CUST-69718,47,Manitoba,Term Life,Monthly,0,119.04,50000,7,0,0
POL-00946,CUST-32223,52,British Columbia,Whole Life,Annual,0,148.52,50000,2,1,0
POL-00947,CUST-55487,32,Quebec,Universal Life,Monthly,0,107.38,50000,5,0,0
POL-00948,CUST-41244,42,Saskatchewan,Term Life,Annual,0,128.8,50000,14,0,0
POL-00949,CUST-18603,32,Saskatchewan,Universal Life,Monthly,0,113.05,50000,2,0,1
POL-00950,CUST-94044,62,Manitoba,Critical Illness,Monthly,0,153.87,50000,10,0,0
POL-00951,CUST-66431,57,Ontario,Term Life,Monthly,1,194.64,50000,8,1,0
POL-00952,CUST-36733,52,British Columbia,Term Life,Monthly,0,131.52,50000,4,1,0
POL-00953,CUST-30501,67,British Columbia,Critical Illness,Monthly,1,208.11,50000,14,0,0
POL-00954,CUST-14338,27,Alberta,Term Life,Monthly,1,104.95,50000,6,0,0
POL-00955,CUST-79845,52,Saskatchewan,Term Life,Monthly,1,164.64,50000,10,0,0
POL-00956,CUST-37992,27,Saskatchewan,Critical Illness,Monthly,0,121.39,50000,2,0,0
POL-00957,CUST-29774,32,Quebec,Critical Illness,Annual,0,109.93,50000,15,0,0
POL-00958,CUST-94318,37,Ontario,Universal Life,Monthly,1,153.94,50000,1,0,0
POL-00959,CUST-99884,67,Manitoba,Whole Life,Monthly,0,155.71,50000,5,0,0
POL-00960,CUST-48450,42,Ontario,Critical Illness,Monthly,0,107.47,50000,14,0,1
POL-00961,CUST-63914,57,Ontario,Universal Life,Monthly,0,144.43,50000,10,0,0
POL-00962,CUST-83670,37,Manitoba,Universal Life,Monthly,0,110.79,50000,11,1,0
POL-00963,CUST-64536,57,Alberta,Universal Life,Monthly,0,170.57,50000,5,1,0
POL-00964,CUST-34053,67,Alberta,Universal Life,Monthly,0,177.83,50000,12,0,0
POL-00965,CUST-78512,47,Saskatchewan,Whole Life,Monthly,0,130.91,50000,14,0,0
POL-00966,CUST-22219,37,Manitoba,Term Life,Monthly,0,112.39,50000,10,0,0
POL-00967,CUST-59234,57,Saskatchewan,Whole Life,Annual,0,156.7,50000,4,0,0
POL-00968,CUST-54698,27,Alberta,Whole Life,Monthly,1,112.77,50000,14,1,0
POL-00969,CUST-63465,62,Ontario,Term Life,Monthly,0,133.54,50000,1,0,0
POL-00970,CUST-73157,32,British Columbia,Whole Life,Monthly,0,111.52,50000,14,0,0
POL-00971,CUST-15367,52,British Columbia,Universal Life,Annual,0,139.46,50000,1,0,1
POL-00972,CUST-86067,67,Alberta,Whole Life,Monthly,1,184.85,50000,1,1,1
POL-00973,CUST-37347,67,Alberta,Term Life,Monthly,0,140.46,50000,1,0,0
POL-00974,CUST-31693,32,Saskatchewan,Term Life,Monthly,0,113.33,50000,3,0,0
POL-00975,CUST-57949,57,British Columbia,Term Life,Monthly,0,141.34,50000,11,1,0
POL-00976,CUST-98797,37,Ontario,Universal Life,Monthly,1,151.4,50000,6,0,0
POL-00977,CUST-85126,52,Manitoba,Whole Life,Monthly,0,135.43,50000,2,0,1
POL-00978,CUST-54031,47,Manitoba,Term Life,Annual,0,129.19,50000,6,1,0
POL-00979,CUST-62915,62,Ontario,Universal Life,Annual,0,149.49,50000,15,2,0
POL-00980,CUST-55205,67,British Columbia,Term Life,Monthly,0,164.68,50000,8,2,0
POL-00981,CUST-71548,52,Saskatchewan,Term Life,Monthly,0,145.52,50000,11,1,0
POL-00982,CUST-87268,42,Quebec,Universal Life,Monthly,0,117.29,50000,4,0,0
POL-00983,CUST-22687,37,Quebec,Whole Life,Monthly,0,107.61,50000,8,0,1
POL-00984,CUST-46657,27,Manitoba,Universal Life,Monthly,0,100.89,50000,12,2,0
POL-00985,CUST-61112,62,Alberta,Universal Life,Annual,0,164.69,50000,11,0,0
POL-00986,CUST-78163,47,Saskatchewan,Critical Illness,Monthly,1,150.95,50000,1,0,0
POL-00987,CUST-18615,42,Manitoba,Term Life,Monthly,0,120.25,50000,10,1,0
POL-00988,CUST-61088,67,Alberta,Universal Life,Monthly,0,159.31,50000,12,0,1
POL-00989,CUST-79728,27,Manitoba,Universal Life,Annual,0,93.76,50000,3,0,0
POL-00990,CUST-22186,37,Quebec,Term Life,Monthly,0,128.81,50000,6,0,0
POL-00991,CUST-25474,52,Ontario,Critical Illness,Annual,1,177.91,50000,10,0,0
POL-00992,CUST-12963,32,Quebec,Whole Life,Annual,0,128.57,50000,1,0,0
POL-00993,CUST-86526,62,Quebec,Critical Illness,Monthly,1,194.24,50000,11,0,0
POL-00994,CUST-94077,32,British Columbia,Whole Life,Monthly,0,100.6,50000,13,1,0
POL-00995,CUST-52223,27,Saskatchewan,Whole Life,Monthly,0,93.36,50000,8,0,0
POL-00996,CUST-87983,27,Manitoba,Term Life,Monthly,0,95.31,50000,7,1,1
POL-00997,CUST-63515,27,Ontario,Critical Illness,Monthly,0,97.47,50000,2,1,0
POL-00998,CUST-98518,62,Alberta,Whole Life,Monthly,1,179.7,50000,11,0,0
POL-00999,CUST-19763,47,Saskatchewan,Term Life,Monthly,0,126.8,50000,15,0,1
POL-01000,CUST-70676,27,British Columbia,Term Life,Annual,0,84.91,50000,14,0,0
POL-01001,CUST-75200,57,Alberta,Universal Life,Monthly,0,159.96,50000,9,0,0
POL-01002,CUST-68114,27,Manitoba,Term Life,Monthly,0,70.49,50000,1,0,1
POL-01003,CUST-54507,27,Alberta,Whole Life,Monthly,0,95.48,50000,5,0,0
POL-01004,CUST-28767,67,Alberta,Universal Life,Monthly,0,147.38,50000,4,0,0
POL-01005,CUST-25246,52,Ontario,Term Life,Monthly,0,143.79,50000,1,0,0
POL-01006,CUST-67806,57,Manitoba,Whole Life,Monthly,0,142.81,50000,2,0,0
POL-01007,CUST-62153,52,Saskatchewan,Term Life,Annual,0,116.8,50000,9,0,0
POL-01008,CUST-53956,47,British Columbia,Critical Illness,Monthly,0,140.91,50000,2,0,0
POL-01009,CUST-13515,57,Quebec,Critical Illness,Annual,1,152.4,50000,1,0,1
POL-01010,CUST-43959,52,Manitoba,Term Life,Monthly,0,138.22,50000,15,0,0
POL-01011,CUST-88085,57,Ontario,Whole Life,Monthly,0,155.89,50000,10,1,0
POL-01012,CUST-71420,37,Ontario,Whole Life,Annual,1,163.12,50000,13,0,0
POL-01013,CUST-78384,62,Manitoba,Critical Illness,Monthly,0,137.28,50000,4,0,0
POL-01014,CUST-17649,67,Saskatchewan,Term Life,Monthly,0,159.41,50000,6,0,0
POL-01015,CUST-50724,57,Manitoba,Whole Life,Annual,0,160.6,50000,10,0,0
POL-01016,CUST-55349,62,British Columbia,Critical Illness,Monthly,0,170.41,50000,11,1,0
POL-01017,CUST-80069,62,Quebec,Term Life,Monthly,1,206.97,50000,6,0,0
POL-01018,CUST-78229,42,Saskatchewan,Whole Life,Monthly,0,151.34,50000,14,0,0
POL-01019,CUST-18727,37,Alberta,Term Life,Monthly,0,105.5,50000,11,1,0
POL-01020,CUST-84697,52,Manitoba,Whole Life,Monthly,0,143.07,50000,4,1,0
POL-01021,CUST-13617,27,Saskatchewan,Term Life,Annual,0,89.45,50000,2,1,0
POL-01022,CUST-54100,37,Quebec,Critical Illness,Monthly,1,122.9,50000,1,3,0
POL-01023,CUST-32291,52,Saskatchewan,Whole Life,Monthly,0,137.52,50000,13,0,0
POL-01024,CUST-41732,62,Ontario,Term Life,Monthly,0,132.67,50000,13,1,0
POL-01025,CUST-48402,67,Ontario,Universal Life,Monthly,0,159.35,50000,8,1,0
POL-01026,CUST-61512,32,British Columbia,Universal Life,Annual,0,84.98,50000,11,1,0
POL-01027,CUST-12929,42,Saskatchewan,Universal Life,Monthly,0,125.87,50000,14,1,0
POL-01028,CUST-21542,37,Manitoba,Universal Life,Monthly,0,102.26,50000,3,0,0
POL-01029,CUST-72039,67,Quebec,Term Life,Monthly,0,144.18,50000,15,0,0
POL-01030,CUST-18233,62,Manitoba,Whole Life,Annual,1,201.99,50000,8,1,0
POL-01031,CUST-31987,67,Ontario,Term Life,Monthly,1,193.35,50000,7,0,0
POL-01032,CUST-83721,57,Quebec,Term Life,Monthly,0,142.41,50000,3,0,0
POL-01033,CUST-29116,52,Ontario,Critical Illness,Annual,1,161.87,50000,11,0,0
POL-01034,CUST-21384,32,Saskatchewan,Universal Life,Monthly,0,116.39,50000,10,0,0
POL-01035,CUST-53087,37,Manitoba,Term Life,Monthly,0,114.85,50000,1,0,0
POL-01036,CUST-47553,67,Ontario,Term Life,Annual,0,158.24,50000,10,0,0
POL-01037,CUST-21257,37,Manitoba,Critical Illness,Annual,0,88.63,50000,3,2,0
POL-01038,CUST-47056,32,Manitoba,Term Life,Monthly,0,132.73,50000,5,1,0
POL-01039,CUST-86367,67,Manitoba,Term Life,Annual,0,189.35,50000,10,0,0
POL-01040,CUST-98474,57,Alberta,Term Life,Monthly,0,164.92,50000,12,1,0
POL-01041,CUST-15907,52,Alberta,Term Life,Annual,0,130.16,50000,3,0,0
POL-01042,CUST-73465,57,Quebec,Term Life,Monthly,0,141.59,50000,8,1,0
POL-01043,CUST-71911,62,Ontario,Critical Illness,Monthly,0,161.41,50000,5,0,0
POL-01044,CUST-78987,52,Ontario,Term Life,Monthly,0,127.87,50000,11,0,0
POL-01045,CUST-79165,27,Alberta,Whole Life,Annual,0,81.73,50000,13,0,0
POL-01046,CUST-70291,37,British Columbia,Universal Life,Annual,0,129.1,50000,10,0,0
POL-01047,CUST-88325,32,British Columbia,Whole Life,Monthly,0,101.94,50000,12,0,0
POL-01048,CUST-34526,62,Quebec,Universal Life,Monthly,0,143.16,50000,7,0,0
POL-01049,CUST-21497,57,Saskatchewan,Universal Life,Monthly,0,159.03,50000,9,0,0
POL-01050,CUST-42500,62,British Columbia,Whole Life,Monthly,0,149.71,50000,5,0,0
POL-01051,CUST-27615,42,Quebec,Whole Life,Annual,0,96.85,50000,15,1,0
POL-01052,CUST-26491,52,Alberta,Universal Life,Monthly,0,124.98,50000,4,2,0
POL-01053,CUST-13978,57,British Columbia,Universal Life,Annual,0,141.4,50000,14,0,0
POL-01054,CUST-58791,52,Alberta,Universal Life,Annual,1,176.24,50000,12,0,0
POL-01055,CUST-84152,47,British Columbia,Term Life,Monthly,1,166.66,50000,15,1,0
POL-01056,CUST-17011,52,Quebec,Universal Life,Monthly,0,153.33,50000,10,0,0
POL-01057,CUST-69437,62,Saskatchewan,Universal Life,Annual,0,153.76,50000,6,0,0
POL-01058,CUST-91347,37,British Columbia,Term Life,Annual,0,106.01,50000,5,1,0
POL-01059,CUST-53173,32,Ontario,Critical Illness,Monthly,0,117.54,50000,3,0,0
POL-01060,CUST-27680,47,Quebec,Term Life,Monthly,0,141.34,50000,15,0,0
POL-01061,CUST-70537,47,Saskatchewan,Term Life,Monthly,0,127.04,50000,2,1,0
POL-01062,CUST-29214,47,Ontario,Critical Illness,Annual,0,133.1,50000,13,0,0
POL-01063,CUST-21685,67,British Columbia,Term Life,Monthly,0,159.9,50000,11,1,0
POL-01064,CUST-53611,67,Ontario,Whole Life,Monthly,0,151.65,50000,2,1,0
POL-01065,CUST-11301,27,British Columbia,Term Life,Annual,0,119.97,50000,14,0,0
POL-01066,CUST-38779,67,Saskatchewan,Critical Illness,Monthly,0,159.1,50000,3,0,0
POL-01067,CUST-80578,62,Manitoba,Whole Life,Monthly,0,160.14,50000,3,0,0
POL-01068,CUST-24988,42,Quebec,Universal Life,Monthly,0,102.42,50000,9,1,0
POL-01069,CUST-56454,57,Alberta,Universal Life,Annual,0,156.44,50000,2,0,0
POL-01070,CUST-98708,67,Manitoba,Whole Life,Monthly,0,151.13,50000,2,1,0
POL-01071,CUST-29636,27,Saskatchewan,Critical Illness,Monthly,0,113.74,50000,10,0,0
POL-01072,CUST-35167,52,Ontario,Universal Life,Annual,0,160.17,50000,15,0,0
POL-01073,CUST-73167,52,Manitoba,Whole Life,Monthly,0,145.39,50000,1,1,0
POL-01074,CUST-76556,52,Saskatchewan,Critical Illness,Monthly,0,139.98,50000,10,1,1
POL-01075,CUST-53863,42,Saskatchewan,Whole Life,Annual,0,118.35,50000,10,0,0
POL-01076,CUST-75346,37,British Columbia,Term Life,Monthly,0,111.03,50000,1,0,0
POL-01077,CUST-66793,37,Ontario,Term Life,Annual,0,116.51,50000,3,0,0
POL-01078,CUST-32011,37,Manitoba,Whole Life,Annual,1,147.68,50000,7,0,0
POL-01079,CUST-84074,47,Ontario,Term Life,Monthly,0,141.38,50000,11,1,1
POL-01080,CUST-34991,47,Manitoba,Whole Life,Monthly,0,118.58,50000,4,0,0
POL-01081,CUST-70940,47,British Columbia,Term Life,Monthly,0,147.94,50000,7,0,0
POL-01082,CUST-58120,27,Saskatchewan,Whole Life,Monthly,0,88.53,50000,8,0,0
POL-01083,CUST-58240,42,Saskatchewan,Term Life,Monthly,1,146.65,50000,11,0,0
POL-01084,CUST-87491,67,Saskatchewan,Universal Life,Monthly,0,169.95,50000,4,1,0
POL-01085,CUST-91575,67,Saskatchewan,Term Life,Annual,0,170.72,50000,11,1,1
POL-01086,CUST-76557,67,Quebec,Term Life,Monthly,0,144.76,50000,13,0,0
POL-01087,CUST-63757,62,Quebec,Whole Life,Annual,0,150.83,50000,9,1,0
POL-01088,CUST-37274,52,Quebec,Whole Life,Monthly,0,112.54,50000,11,0,0
POL-01089,CUST-74885,57,Manitoba,Whole Life,Monthly,0,139.49,50000,3,0,0
POL-01090,CUST-13887,67,Manitoba,Whole Life,Monthly,0,158.01,50000,14,1,0
POL-01091,CUST-19200,57,British Columbia,Term Life,Monthly,0,151.17,50000,5,0,1
POL-01092,CUST-64665,62,Ontario,Critical Illness,Monthly,0,147.15,50000,3,0,0
POL-01093,CUST-34568,42,British Columbia,Whole Life,Monthly,0,113.99,50000,9,0,0
POL-01094,CUST-52815,47,British Columbia,Term Life,Annual,0,145.25,50000,6,0,0
POL-01095,CUST-94775,32,Ontario,Universal Life,Monthly,0,127.37,50000,7,0,0
POL-01096,CUST-40949,32,Manitoba,Universal Life,Monthly,0,91.55,50000,13,2,1
POL-01097,CUST-47996,67,British Columbia,Whole Life,Annual,0,177.83,50000,9,2,0
POL-01098,CUST-68158,67,Quebec,Whole Life,Monthly,0,170.25,50000,6,0,0
POL-01099,CUST-76317,27,Saskatchewan,Whole Life,Monthly,0,72.73,50000,13,1,0
POL-01100,CUST-95650,67,British Columbia,Whole Life,Monthly,1,191.11,50000,6,0,0
POL-01101,CUST-38634,37,Alberta,Term Life,Monthly,0,75.27,50000,15,0,0
POL-01102,CUST-91313,27,Manitoba,Term Life,Monthly,0,97.48,50000,15,0,0
POL-01103,CUST-29799,57,Quebec,Critical Illness,Monthly,0,134.68,50000,8,1,0
POL-01104,CUST-69909,57,Saskatchewan,Universal Life,Monthly,0,149.21,50000,12,0,0
POL-01105,CUST-17181,32,Alberta,Whole Life,Monthly,0,133.45,50000,11,0,0
POL-01106,CUST-96334,42,Quebec,Term Life,Monthly,0,139.72,50000,13,1,0
POL-01107,CUST-81012,67,Alberta,Universal Life,Annual,0,156.4,50000,7,0,0
POL-01108,CUST-45605,42,Manitoba,Term Life,Monthly,1,143.49,50000,7,0,1
POL-01109,CUST-91037,47,Saskatchewan,Term Life,Monthly,1,180.12,50000,5,0,0
POL-01110,CUST-19094,27,British Columbia,Term Life,Annual,0,81.54,50000,9,1,0
POL-01111,CUST-42779,42,Alberta,Universal Life,Monthly,0,132.49,50000,10,1,0
POL-01112,CUST-50703,52,Manitoba,Whole Life,Monthly,0,171.43,50000,7,1,1
POL-01113,CUST-69366,57,Ontario,Term Life,Monthly,1,190.71,50000,5,1,0
POL-01114,CUST-69434,42,Saskatchewan,Term Life,Annual,0,134.81,50000,7,1,1
POL-01115,CUST-14739,57,Saskatchewan,Whole Life,Monthly,0,160.42,50000,8,0,0
POL-01116,CUST-82127,57,Alberta,Whole Life,Monthly,0,140.91,50000,2,0,0
POL-01117,CUST-22956,57,Alberta,Universal Life,Annual,0,151.08,50000,10,0,0
POL-01118,CUST-94418,32,Quebec,Term Life,Monthly,0,91.12,50000,13,0,0
POL-01119,CUST-46807,32,British Columbia,Universal Life,Monthly,0,118.08,50000,5,0,0
POL-01120,CUST-56543,52,Saskatchewan,Critical Illness,Monthly,0,125.58,50000,6,0,1
POL-01121,CUST-45191,37,Ontario,Whole Life,Monthly,0,120.01,50000,2,1,0
POL-01122,CUST-43575,62,Alberta,Term Life,Annual,0,170.18,50000,9,0,0
POL-01123,CUST-50516,62,Quebec,Universal Life,Annual,0,150.7,50000,7,0,0
POL-01124,CUST-35349,32,British Columbia,Term Life,Monthly,0,93.95,50000,13,1,0
POL-01125,CUST-91445,47,Manitoba,Term Life,Monthly,0,127.56,50000,14,1,0
POL-01126,CUST-64615,32,Ontario,Term Life,Monthly,0,91.89,50000,12,0,0
POL-01127,CUST-50818,32,Ontario,Critical Illness,Monthly,0,104.48,50000,4,0,0
POL-01128,CUST-72348,27,Quebec,Whole Life,Annual,0,82.6,50000,3,1,0
POL-01129,CUST-15230,27,Ontario,Critical Illness,Monthly,0,83.47,50000,8,0,1
POL-01130,CUST-66915,32,Saskatchewan,Whole Life,Monthly,0,109.16,50000,10,0,0
POL-01131,CUST-25258,57,Saskatchewan,Whole Life,Annual,0,155.01,50000,1,0,0
POL-01132,CUST-27561,42,Ontario,Term Life,Annual,0,117.08,50000,8,0,0
POL-01133,CUST-69285,57,Alberta,Whole Life,Monthly,0,127.84,50000,2,0,0
POL-01134,CUST-50157,42,Quebec,Term Life,Annual,1,169.65,50000,4,1,0
POL-01135,CUST-25937,67,Saskatchewan,Whole Life,Monthly,0,160.22,50000,6,1,0
POL-01136,CUST-16684,52,British Columbia,Term Life,Monthly,0,163.35,50000,1,0,0
POL-01137,CUST-64871,27,Manitoba,Term Life,Monthly,0,92.01,50000,4,1,1
POL-01138,CUST-56834,37,Manitoba,Whole Life,Annual,0,113.23,50000,10,0,1
POL-01139,CUST-31383,32,Alberta,Term Life,Monthly,1,132.42,50000,15,0,0
POL-01140,CUST-29277,67,Quebec,Term Life,Monthly,0,168.52,50000,12,0,0
POL-01141,CUST-76834,37,Manitoba,Critical Illness,Annual,0,153.32,50000,5,1,0
POL-01142,CUST-90024,37,Quebec,Term Life,Monthly,0,107.41,50000,15,1,0
POL-01143,CUST-94320,42,Quebec,Term Life,Monthly,0,135.92,50000,7,0,0
POL-01144,CUST-82738,32,Quebec,Term Life,Monthly,0,103.69,50000,6,0,0
POL-01145,CUST-31341,67,Manitoba,Term Life,Annual,0,179.69,50000,13,0,0
POL-01146,CUST-75830,42,British Columbia,Universal Life,Monthly,0,97.42,50000,6,0,0
POL-01147,CUST-44743,32,Quebec,Term Life,Annual,1,160.94,50000,12,0,0
POL-01148,CUST-20116,52,Quebec,Whole Life,Monthly,0,142.69,50000,3,0,0
POL-01149,CUST-25259,42,Manitoba,Whole Life,Monthly,0,117.39,50000,5,1,0
POL-01150,CUST-50211,57,Saskatchewan,Term Life,Annual,0,158.44,50000,15,0,0
POL-01151,CUST-35227,37,Alberta,Critical Illness,Monthly,0,113.33,50000,4,0,0
POL-01152,CUST-26218,57,Saskatchewan,Critical Illness,Monthly,1,168.83,50000,13,0,0
POL-01153,CUST-79373,32,Alberta,Term Life,Monthly,0,73.52,50000,7,0,0
POL-01154,CUST-13939,47,Alberta,Term Life,Monthly,1,186.51,50000,15,0,0
POL-01155,CUST-95985,52,Ontario,Term Life,Monthly,0,135.93,50000,7,0,0
POL-01156,CUST-46221,62,Alberta,Term Life,Annual,1,184.24,50000,8,1,0
